 ICRF J044907.6+112128   0446+112  D    4 49  7.671119   11 21 28.59662   0.000024  0.00051
 ICRF J045005.4-810102   0454-810  D    4 50  5.440195  -81  1  2.23146   0.000137  0.00032
 ICRF J045952.0+022931   0457+024  D    4 59 52.050664    2 29 31.17631   0.000019  0.00032
 ICRF J050145.2+135607   0458+138  D    5  1 45.270840   13 56  7.22063   0.000037  0.00064
 ICRF J050523.1+045942   0502+049  D    5  5 23.184723    4 59 42.72448   0.000037  0.00060
 ICRF J050643.9-610940   0506-612  D    5  6 43.988739  -61  9 40.99328   0.000047  0.00035
 ICRF J050842.3+843204   0454+844  D    5  8 42.363503   84 32  4.54402   0.000194  0.00028
 ICRF J051002.3+180041   0507+179  D    5 10  2.369122   18  0 41.58171   0.000020  0.00030
 ICRF J051644.9-620705   0516-621  D    5 16 44.926178  -62  7  5.38930   0.000048  0.00042
 ICRF J052109.8+163822   0518+165  D    5 21  9.886021   16 38 22.05122   0.000048  0.00101
 ICRF J052257.9-362730   0521-365  DL   5 22 57.984651  -36 27 30.85092   0.000036  0.00106
 ICRF J052930.0-724528   0530-727  D    5 29 30.042235  -72 45 28.50731   0.000073  0.00035
 ICRF J053850.3-440508   0537-441   L   5 38 50.361540  -44  5  8.93895   0.000126  0.00216
 ICRF J053954.2-283955   0537-286  D    5 39 54.281429  -28 39 55.94745   0.000036  0.00046
 ICRF J054138.0-054149   0539-057  D    5 41 38.083384  - 5 41 49.42839   0.000019  0.00046
 ICRF J054236.1+495107   0538+498  D    5 42 36.137916   49 51  7.23356   0.000053  0.00054
 ICRF J054734.1+272156   0544+273  D    5 47 34.148941   27 21 56.84240   0.000032  0.00043
 ICRF J055932.0+235353   0556+238  D    5 59 32.033133   23 53 53.92690   0.000022  0.00032
 ICRF J061423.8+604621   0609+607  D    6 14 23.866195   60 46 21.75538   0.000044  0.00034
 ICRF J062603.0+820225   0615+820  D    6 26  3.006188   82  2 25.56764   0.000142  0.00030
 ICRF J063111.9-415426   0629-418  D    6 31 11.998059  -41 54 26.94611   0.000086  0.00095
 ICRF J063546.5-751616   0637-752  DL   6 35 46.507934  -75 16 16.81533   0.000071  0.00027
 ICRF J064204.2+675835   0636+680  D    6 42  4.257418   67 58 35.62085   0.000053  0.00030
 ICRF J064632.0+445116   0642+449  D    6 46 32.025985   44 51 16.59013   0.000024  0.00027
 ICRF J065024.5-163739   0648-165  D    6 50 24.581852  -16 37 39.72500   0.000042  0.00070
 ICRF J071046.1+473211   0707+476  D    7 10 46.104900   47 32 11.14267   0.000028  0.00029
 ICRF J072153.4+712036   0716+714  DL   7 21 53.448459   71 20 36.36339   0.000058  0.00028
 ICRF J072516.8+142513   0722+145  D    7 25 16.807752   14 25 13.74684   0.000023  0.00046
 ICRF J072550.6-005456   0723-008  D    7 25 50.639953  - 0 54 56.54438   0.000019  0.00034
 ICRF J072611.7+791131   0718+792  D    7 26 11.735177   79 11 31.01624   0.000097  0.00027
 ICRF J073545.8-173548   0733-174  D    7 35 45.812508  -17 35 48.50131   0.000061  0.00138
 ICRF J073807.3+174218   0735+178   L   7 38  7.393745   17 42 18.99829   0.000039  0.00056
 ICRF J073856.4-673550   0738-674  D    7 38 56.496292  -67 35 50.82583   0.000090  0.00052
 ICRF J074110.7+311200   0738+313  D    7 41 10.703308   31 12  0.22862   0.000022  0.00029
 ICRF J074625.8+254902   0743+259  D    7 46 25.874166   25 49  2.13488   0.000033  0.00066
 ICRF J074836.1+240024   0745+241  D    7 48 36.109278   24  0 24.11018   0.000019  0.00028
 ICRF J075301.3+535259   0749+540  D    7 53  1.384573   53 52 59.63716   0.000030  0.00027
 ICRF J075706.6+095634   0754+100  D    7 57  6.642936    9 56 34.85210   0.000021  0.00034
 ICRF J080839.6+495036   0804+499  D    8  8 39.666274   49 50 36.53046   0.000027  0.00026
 ICRF J080856.6+405244   0805+410  D    8  8 56.652038   40 52 44.88889   0.000023  0.00027
 ICRF J081525.9+363515   0812+367  D    8 15 25.944824   36 35 15.14830   0.000031  0.00046
 ICRF J082057.4-125859   0818-128  DL   8 20 57.447616  -12 58 59.16949   0.000029  0.00046
 ICRF J082447.2+555242   0820+560  D    8 24 47.236351   55 52 42.66938   0.000031  0.00026
 ICRF J082455.4+391641   0821+394  D    8 24 55.483865   39 16 41.90430   0.000029  0.00037
 ICRF J082804.7-373106   0826-373  DL   8 28  4.780268  -37 31  6.28064   0.000051  0.00050
 ICRF J083148.8+042939   0829+046  D    8 31 48.876955    4 29 39.08534   0.000026  0.00053
 ICRF J083223.2+491321   0828+493  D    8 32 23.216688   49 13 21.03823   0.000031  0.00037
 ICRF J083454.9+553421   0831+557  D    8 34 54.903997   55 34 21.07080   0.000097  0.00068
 ICRF J083639.2-201659   0834-201  D    8 36 39.215215  -20 16 59.50350   0.000035  0.00071
 ICRF J083722.4+582501   0833+585  D    8 37 22.409733   58 25  1.84521   0.000043  0.00031
 ICRF J084205.0+183540   0839+187  D    8 42  5.094180   18 35 40.99061   0.000026  0.00048
 ICRF J085441.9+575729   0850+581  D    8 54 41.996385   57 57 29.93928   0.000055  0.00044
 ICRF J085448.8+200630   0851+202   L   8 54 48.874924   20  6 30.64088   0.000018  0.00026
 ICRF J090303.9+465104   0859+470  D    9  3  3.990103   46 51  4.13753   0.000026  0.00028
 ICRF J091552.4+293324   0912+297  DL   9 15 52.401620   29 33 24.04274   0.000032  0.00057
 ICRF J092058.4+444153   0917+449  D    9 20 58.458480   44 41 53.98502   0.000026  0.00030
 ICRF J092136.2+621552   0917+624  D    9 21 36.231054   62 15 52.18035   0.000039  0.00027
 ICRF J094855.3+403944   0945+408  D    9 48 55.338145   40 39 44.58719   0.000027  0.00033
 ICRF J095456.8+174331   0952+179  D    9 54 56.823626   17 43 31.22242   0.000024  0.00053
 ICRF J095819.6+472507   0955+476  D    9 58 19.671648   47 25  7.84250   0.000026  0.00026
 ICRF J095820.9+322402   0955+326  DL   9 58 20.949621   32 24  2.20929   0.000031  0.00047
 ICRF J095847.2+653354   0954+658  D    9 58 47.245101   65 33 54.81806   0.000042  0.00026
 ICRF J101447.0+230116   1012+232  D   10 14 47.065445   23  1 16.57091   0.000024  0.00039
 ICRF J102232.7-103744   1020-103   L  10 22 32.798030  -10 37 44.38842   0.007404  0.02425
 ICRF J102311.5+394815   1020+400  D   10 23 11.565623   39 48 15.38539   0.000029  0.00036
 ICRF J103303.7+411606   1030+415  D   10 33  3.707841   41 16  6.23297   0.000042  0.00044
 ICRF J103502.1-201134   1032-199  D   10 35  2.155274  -20 11 34.35975   0.000050  0.00048
 ICRF J103507.0+562846   1031+567   L  10 35  7.040181   56 28 46.79673   0.000209  0.00185
 ICRF J104117.1+061016   1038+064  D   10 41 17.162504    6 10 16.92378   0.000020  0.00035
 ICRF J104146.7+523328   1038+528  D   10 41 46.781639   52 33 28.23127   0.000029  0.00028
 ICRF J104148.8+523355   1038+529  D   10 41 48.897638   52 33 55.60790   0.000073  0.00056
 ICRF J104244.6+120331   1040+123  D   10 42 44.605212   12  3 31.26407   0.000024  0.00040
 ICRF J104423.0+805439   1039+811  D   10 44 23.062554   80 54 39.44303   0.000117  0.00027
 ICRF J105148.7+211952   1049+215  D   10 51 48.789073   21 19 52.31411   0.000020  0.00030
 ICRF J105811.5+811432   1053+815  D   10 58 11.535365   81 14 32.67521   0.000118  0.00027
 ICRF J105843.3-800354   1057-797  D   10 58 43.309786  -80  3 54.15949   0.000106  0.00027
 ICRF J110331.5-325116   1101-325   L  11  3 31.526414  -32 51 16.69195   0.000064  0.00183
 ICRF J110427.3+381231   1101+384   L  11  4 27.313906   38 12 31.79908   0.000039  0.00052
 ICRF J111358.6+144226   1111+149  D   11 13 58.695097   14 42 26.95262   0.000023  0.00042
 ICRF J111857.3+123441   1116+128  D   11 18 57.301443   12 34 41.71806   0.000018  0.00031
 ICRF J113053.2+381518   1128+385  D   11 30 53.282612   38 15 18.54707   0.000022  0.00026
 ICRF J113320.0+004052   1130+009  D   11 33 20.055797    0 40 52.83720   0.000022  0.00051
 ICRF J114608.1-244732   1143-245  D   11 46  8.103374  -24 47 32.89681   0.000080  0.00068
 ICRF J115019.2+241753   1147+245  D   11 50 19.212173   24 17 53.83503   0.000045  0.00063
 ICRF J115113.4-672811   1148-671  D   11 51 13.426591  -67 28 11.09423   0.000088  0.00059
 ICRF J115312.4+805829   1150+812  D   11 53 12.499130   80 58 29.15451   0.000114  0.00027
 ICRF J115324.4+493108   1150+497  DL  11 53 24.466626   49 31  8.83014   0.000036  0.00037
 ICRF J115825.7+245017   1155+251  D   11 58 25.787505   24 50 17.96369   0.000037  0.00060
 ICRF J121555.6+344815   1213+350  D   12 15 55.601049   34 48 15.22053   0.000027  0.00035
 ICRF J121752.0+300700   1215+303  D   12 17 52.081987   30  7  0.63625   0.000030  0.00054
 ICRF J121906.4+482956   1216+487  D   12 19  6.414733   48 29 56.16497   0.000032  0.00032
 ICRF J122222.5+041315   1219+044  D   12 22 22.549618    4 13 15.77630   0.000017  0.00026
 ICRF J122340.4+804004   1221+809  D   12 23 40.493698   80 40  4.34031   0.000123  0.00030
 ICRF J122847.4+370612   1226+373  D   12 28 47.423662   37  6 12.09578   0.000027  0.00032
 ICRF J122906.6+020308   1226+023   L  12 29  6.699728    2  3  8.59824   0.000119  0.00284
 ICRF J123924.5+073017   1236+077  D   12 39 24.588312    7 30 17.18909   0.000021  0.00042
 ICRF J123946.6-684530   1236-684  D   12 39 46.651396  -68 45 30.89260   0.000155  0.00100
 ICRF J125438.2+114105   1252+119  D   12 54 38.255601   11 41  5.89507   0.000019  0.00032
 ICRF J125459.9-713818   1251-713  D   12 54 59.921421  -71 38 18.43664   0.000066  0.00032
 ICRF J125614.2+565225   1254+571   L  12 56 14.233964   56 52 25.23721   0.000105  0.00096
 ICRF J130020.9+141718   1257+145  D   13  0 20.918799   14 17 18.53107   0.000038  0.00063
 ICRF J130533.0-103319   1302-102   L  13  5 33.015018  -10 33 19.42796   0.000020  0.00033
 ICRF J131028.6+322043   1308+326  D   13 10 28.663845   32 20 43.78295   0.000020  0.00026
 ICRF J131736.4+342515   1315+346   L  13 17 36.494181   34 25 15.93257   0.000025  0.00049
 ICRF J132700.8+221050   1324+224  DL  13 27  0.861311   22 10 50.16306   0.000020  0.00031
 ICRF J134022.9+375443   1338+381   L  13 40 22.951763   37 54 43.83468   0.000111  0.00120
 ICRF J134345.9+660225   1342+662  D   13 43 45.959534   66  2 25.74503   0.000059  0.00035
 ICRF J134408.6+660611   1342+663  D   13 44  8.679674   66  6 11.64381   0.000047  0.00029
 ICRF J134934.6+534117   1347+539  D   13 49 34.656623   53 41 17.04028   0.000034  0.00032
 ICRF J140700.3+282714   1404+286   L  14  7  0.394410   28 27 14.68993   0.000051  0.00111
 ICRF J141908.1+062834   1416+067  D   14 19  8.180173    6 28 34.80349   0.000083  0.00129
 ICRF J141946.5+542314   1418+546  DL  14 19 46.597401   54 23 14.78721   0.000031  0.00027
 ICRF J142700.3+234800   1424+240   L  14 27  0.391837   23 48  0.03493   0.000073  0.00149
 ICRF J143645.8+633637   1435+638  DL  14 36 45.802138   63 36 37.86658   0.000048  0.00033
 ICRF J144516.4+095836   1442+101  D   14 45 16.465213    9 58 36.07244   0.000027  0.00040
 ICRF J144815.0-162024   1445-161  D   14 48 15.054162  -16 20 24.54888   0.000030  0.00043
 ICRF J144828.7+760111   1448+762  D   14 48 28.778877   76  1 11.59717   0.000176  0.00045
 ICRF J150048.6+475115   1459+480  D   15  0 48.654199   47 51 15.53826   0.000034  0.00038
 ICRF J150609.5+373051   1504+377  D   15  6  9.529958   37 30 51.13241   0.000024  0.00029
 ICRF J151656.7+193212   1514+197  D   15 16 56.796194   19 32 12.99187   0.000026  0.00049
 ICRF J151741.8-242219   1514-241   L  15 17 41.813134  -24 22 19.47579   0.000026  0.00035
 ICRF J153452.4+013104   1532+016  D   15 34 52.453675    1 31  4.20657   0.000020  0.00049
 ICRF J154049.4+144745   1538+149  D   15 40 49.491511   14 47 45.88485   0.000019  0.00030
 ICRF J154917.4+503805   1547+507  D   15 49 17.468534   50 38  5.78820   0.000035  0.00036
 ICRF J155658.8-791404   1549-790  D   15 56 58.869899  -79 14  4.28134   0.000111  0.00032
 ICRF J160207.2+332653   1600+335  D   16  2  7.263468   33 26 53.07267   0.000027  0.00053
 ICRF J160734.7-333108   1604-333  D   16  7 34.762344  -33 31  8.91313   0.000047  0.00048
 ICRF J160846.2+102907   1606+106  D   16  8 46.203179   10 29  7.77585   0.000017  0.00026
 ICRF J161341.0+341247   1611+343   L  16 13 41.064250   34 12 47.90905   0.000021  0.00026
 ICRF J161903.6+061302   1616+063  D   16 19  3.687684    6 13  2.24357   0.000028  0.00067
 ICRF J162418.4-680912   1619-680  D   16 24 18.437150  -68  9 12.49811   0.000071  0.00057
 ICRF J162557.6+413440   1624+416  D   16 25 57.669700   41 34 40.62922   0.000026  0.00031
 ICRF J163813.4+572023   1637+574  D   16 38 13.456293   57 20 23.97918   0.000032  0.00027
 ICRF J164207.8+685639   1642+690  D   16 42  7.848514   68 56 39.75640   0.000050  0.00027
 ICRF J164258.8+394836   1641+399   L  16 42 58.809950   39 48 36.99399   0.000091  0.00104
 ICRF J165352.2+394536   1652+398   L  16 53 52.216693   39 45 36.60877   0.000023  0.00029
 ICRF J165801.4+344328   1656+348  D   16 58  1.419204   34 43 28.40240   0.000048  0.00058
 ICRF J170734.4+014845   1705+018  D   17  7 34.415277    1 48 45.69923   0.000019  0.00031
 ICRF J170934.3-172853   1706-174  D   17  9 34.345380  -17 28 53.36480   0.000039  0.00056
 ICRF J172341.0-650036   1718-649  D   17 23 41.029765  -65  0 36.61518   0.000092  0.00106
 ICRF J172727.6+453039   1726+455  D   17 27 27.650808   45 30 39.73139   0.000024  0.00026
 ICRF J172818.6+501310   1727+502  D   17 28 18.623853   50 13 10.47001   0.000140  0.00098
 ICRF J172824.9+042704   1725+044  D   17 28 24.952716    4 27  4.91401   0.000020  0.00041
 ICRF J174535.2+172001   1743+173  D   17 45 35.208181   17 20  1.42341   0.000018  0.00030
 ICRF J174614.0+622654   1745+624  D   17 46 14.034146   62 26 54.73842   0.000038  0.00027
 ICRF J174832.8+700550   1749+701  D   17 48 32.840231   70  5 50.76882   0.000077  0.00037
 ICRF J175322.6+440945   1751+441  D   17 53 22.647901   44  9 45.68608   0.000032  0.00033
 ICRF J180045.6+782804   1803+784   L  18  0 45.683911   78 28  4.01854   0.000087  0.00026
 ICRF J180132.3+440421   1800+440  D   18  1 32.314854   44  4 21.90031   0.000036  0.00046
 ICRF J180323.4-650736   1758-651  DL  18  3 23.496605  -65  7 36.76177   0.000085  0.00054
 ICRF J182407.0+565101   1823+568  DL  18 24  7.068372   56 51  1.49088   0.000033  0.00028
 ICRF J183250.1+283335   1830+285  D   18 32 50.185631   28 33 35.95530   0.000035  0.00065
 ICRF J184208.9+794617   1845+797  D   18 42  8.989953   79 46 17.12801   0.000137  0.00036
 ICRF J184233.6+680925   1842+681  D   18 42 33.641636   68  9 25.22788   0.000061  0.00034
 ICRF J184916.0+670541   1849+670  D   18 49 16.072300   67  5 41.67993   0.000048  0.00028
 ICRF J185457.2+735119   1856+737  D   18 54 57.299946   73 51 19.90747   0.000094  0.00043
 ICRF J191240.0-801005   1903-802  D   19 12 40.019176  -80 10  5.94627   0.000169  0.00041
 ICRF J195542.7+513148   1954+513  D   19 55 42.738273   51 31 48.54623   0.000028  0.00027
 ICRF J195740.5+333827   1955+335   L  19 57 40.550036   33 38 27.94555   0.000099  0.00148
 ICRF J195759.8-384506   1954-388  D   19 57 59.819271  -38 45  6.35626   0.000025  0.00039
 ICRF J200324.1-325145   2000-330  D   20  3 24.116306  -32 51 45.13231   0.000040  0.00068
 ICRF J200925.3-484953   2005-489   L  20  9 25.390729  -48 49 53.72128   0.000643  0.00737
 ICRF J201114.2-064403   2008-068  D   20 11 14.215847  - 6 44  3.55519   0.000050  0.00063
 ICRF J201713.0+744047   2017+745  D   20 17 13.079311   74 40 47.99991   0.000072  0.00028
 ICRF J202319.0+315302   2021+317  D   20 23 19.017351   31 53  2.30595   0.000022  0.00031
 ICRF J203147.9+545503   2030+547  D   20 31 47.958562   54 55  3.14060   0.000042  0.00051
 ICRF J203154.9+121941   2029+121  D   20 31 54.994279   12 19 41.34043   0.000019  0.00034
 ICRF J203837.0+511912   2037+511  D   20 38 37.034755   51 19 12.66269   0.000028  0.00027
 ICRF J205051.1+312727   2048+312  D   20 50 51.131502   31 27 27.37368   0.000108  0.00090
 ICRF J205133.7+744140   2051+745  D   20 51 33.734576   74 41 40.49823   0.000110  0.00038
 ICRF J205616.3-471447   2052-474  D   20 56 16.359851  -47 14 47.62768   0.000033  0.00043
 ICRF J210138.8+034131   2059+034  D   21  1 38.834187    3 41 31.32159   0.000026  0.00058
 ICRF J210217.0+470216   2100+468   L  21  2 17.056050   47  2 16.25468   0.000181  0.00193
 ICRF J210544.9-782534   2059-786  D   21  5 44.961453  -78 25 34.54664   0.000205  0.00058
 ICRF J210933.1-411020   2106-413  D   21  9 33.188582  -41 10 20.60530   0.000032  0.00042
 ICRF J211529.4+293338   2113+293  D   21 15 29.413455   29 33 38.36694   0.000020  0.00028
 ICRF J211630.8-805355   2109-811  D   21 16 30.845958  -80 53 55.22339   0.000180  0.00039
 ICRF J213135.2-120704   2128-123   L  21 31 35.261752  -12  7  4.79583   0.000068  0.00168
 ICRF J213901.3+142335   2136+141  D   21 39  1.309267   14 23 35.99199   0.000018  0.00029
 ICRF J214622.9-152543   2143-156  D   21 46 22.979340  -15 25 43.88526   0.000028  0.00044
 ICRF J214805.4+065738   2145+067  D   21 48  5.458679    6 57 38.60422   0.000023  0.00026
 ICRF J215203.1-780706   2146-783  D   21 52  3.154504  -78  7  6.63962   0.000221  0.00063
 ICRF J215224.8+173437   2150+173  D   21 52 24.819405   17 34 37.79482   0.000020  0.00039
 ICRF J220243.2+421639   2200+420   L  22  2 43.291381   42 16 39.97998   0.000066  0.00087
 ICRF J220314.9+314538   2201+315   L  22  3 14.975796   31 45 38.27004   0.000034  0.00053
 ICRF J220743.7-534633   2204-540  D   22  7 43.733296  -53 46 33.82004   0.000045  0.00056
 ICRF J221205.9+235540   2209+236  D   22 12  5.966318   23 55 40.54388   0.000023  0.00039
 ICRF J221852.0-033536   2216-038   L  22 18 52.037725  - 3 35 36.87944   0.000056  0.00152
 ICRF J223036.4+694628   2229+695  D   22 30 36.469725   69 46 28.07698   0.000071  0.00034
 ICRF J223513.2-483558   2232-488  D   22 35 13.236524  -48 35 58.79455   0.000049  0.00065
 ICRF J225357.7+160853   2251+158   L  22 53 57.747938   16  8 53.56088   0.000079  0.00137
 ICRF J225717.3+074312   2254+074  D   22 57 17.303120    7 43 12.30284   0.000023  0.00052
 ICRF J230343.5-680737   2300-683   L  23  3 43.565673  -68  7 37.45706   0.035391  0.45061
 ICRF J231448.5-313839   2312-319  D   23 14 48.500631  -31 38 39.52651   0.000050  0.00103
 ICRF J232159.8+273246   2319+272  D   23 21 59.862235   27 32 46.44343   0.000021  0.00033
 ICRF J232225.9+505751   2320+506  D   23 22 25.982159   50 57 51.96371   0.000041  0.00044
 ICRF J232917.7-473019   2326-477  D   23 29 17.704369  -47 30 19.11519   0.000039  0.00053
 ICRF J233138.6-155657   2329-162  D   23 31 38.652436  -15 56 57.00952   0.000039  0.00051
 ICRF J233159.4-381147   2329-384  D   23 31 59.476115  -38 11 47.65053   0.000042  0.00066
 ICRF J234029.0+264156   2337+264   L  23 40 29.029471   26 41 56.80428   0.000095  0.00106
 ICRF J235421.6+455304   2351+456   L  23 54 21.680275   45 53  4.23669   0.000096  0.00127
